throughput,avg_speed,conflicts,avg_wait,experiment
2191.0,1.8793020093324402,0.0,0.09999999999997129,Baseline-Cooperative
2978.0,2.4656502790446653,0.0,0.09999999999997397,Baseline-Aggressive
2548.5,2.130619919429631,0.0,0.10000000000000284,Baseline-Mixed
